"Time (s) Run #1","Position (m) Run #1"
154.400,0.3111
154.450,0.2938
154.500,0.2808
154.550,0.2720
154.600,0.2659
154.650,0.2689
154.700,0.2749
154.750,0.2853
154.800,0.3002
154.850,0.3188
154.900,0.3427
154.950,0.3672
155.000,0.3931
155.050,0.4194
155.100,0.4460
155.150,0.4737
155.200,0.4977
155.250,0.5189
155.300,0.5367
155.350,0.5509
155.400,0.5609
155.450,0.5662
155.500,0.5670
155.550,0.5632
155.600,0.5549
155.650,0.5423
155.700,0.5259
155.750,0.5057
155.800,0.4828
155.850,0.4578
155.900,0.4293
155.950,0.4024
156.000,0.3765
156.050,0.3516
156.100,0.3265
156.150,0.3070
156.200,0.2905
156.250,0.2784
156.300,0.2711
156.350,0.2685
156.400,0.2706
156.450,0.2776
156.500,0.2892
156.550,0.3049
156.600,0.3246
156.650,0.3488
156.700,0.3735
156.750,0.3996
156.800,0.4261
156.850,0.4523
156.900,0.4794
156.950,0.5029
157.000,0.5231
157.050,0.5402
157.100,0.5532
157.150,0.5620
157.200,0.5661
157.250,0.5657
157.300,0.5610
157.350,0.5514
157.400,0.5377
157.450,0.5202
157.500,0.4993
157.550,0.4762
157.600,0.4486
157.650,0.4220
157.700,0.3957
157.750,0.3698
157.800,0.3436
157.850,0.3216
157.900,0.3028
157.950,0.2876
158.000,0.2768
158.050,0.2706
158.100,0.2693
158.150,0.2728
158.200,0.2807
158.250,0.2935
158.300,0.3101
158.350,0.3303
158.400,0.3555
158.450,0.3804
158.500,0.4065
158.550,0.4331
158.600,0.4608
158.650,0.4854
158.700,0.5080
158.750,0.5272
158.800,0.5433
158.850,0.5551
158.900,0.5627
158.950,0.5658
159.000,0.5644
159.050,0.5581
159.100,0.5478
159.150,0.5331
159.200,0.5148
159.250,0.4933
159.300,0.4696
159.350,0.4440
159.400,0.4155
159.450,0.3895
159.500,0.3639
159.550,0.3402
159.600,0.3170
159.650,0.2992
159.700,0.2853
159.750,0.2756
159.800,0.2707
159.850,0.2705
159.900,0.2752
159.950,0.2844
160.000,0.2981
160.050,0.3158
160.100,0.3366
160.150,0.3624
160.200,0.3874
160.250,0.4135
160.300,0.4398
160.350,0.4675
160.400,0.4913
160.450,0.5129
160.500,0.5314
160.550,0.5463
160.600,0.5571
160.650,0.5634
160.700,0.5653
160.750,0.5623
160.800,0.5552
160.850,0.5437
160.900,0.5279
160.950,0.5089
161.000,0.4869
161.050,0.4626
161.100,0.4350
161.150,0.4088
161.200,0.3826
161.250,0.3576
161.300,0.3329
161.350,0.3125
161.400,0.2955
161.450,0.2829
161.500,0.2744
161.550,0.2688
161.600,0.2718
161.650,0.2774
161.700,0.2880
161.750,0.3027
161.800,0.3212
161.850,0.3447
161.900,0.3687
161.950,0.3941
162.000,0.4201
162.050,0.4463
162.100,0.4732
162.150,0.4967
162.200,0.5174
162.250,0.5350
162.300,0.5487
162.350,0.5583
162.400,0.5636
162.450,0.5643
162.500,0.5601
162.550,0.5520
162.600,0.5392
162.650,0.5230
162.700,0.5029
162.750,0.4803
162.800,0.4537
162.850,0.4275
162.900,0.4019
162.950,0.3762
163.000,0.3517
163.050,0.3272
163.100,0.3082
163.150,0.2924
163.200,0.2808
163.250,0.2737
163.300,0.2691
163.350,0.2735
163.400,0.2807
163.450,0.2921
163.500,0.3081
163.550,0.3270
163.600,0.3514
163.650,0.3760
163.700,0.4012
163.750,0.4271
163.800,0.4548
163.850,0.4794
163.900,0.5022
163.950,0.5222
164.000,0.5385
164.050,0.5512
164.100,0.5596
164.150,0.5635
164.200,0.5629
164.250,0.5581
164.300,0.5486
164.350,0.5349
164.400,0.5175
164.450,0.4969
164.500,0.4739
164.550,0.4468
164.600,0.4210
164.650,0.3950
164.700,0.3700
164.750,0.3460
164.800,0.3225
164.850,0.3040
164.900,0.2895
164.950,0.2791
165.000,0.2732
165.050,0.2720
165.100,0.2756
165.150,0.2838
165.200,0.2964
165.250,0.3130
165.300,0.3330
165.350,0.3578
165.400,0.3827
165.450,0.4079
165.500,0.4341
165.550,0.4615
165.600,0.4856
165.650,0.5074
165.700,0.5264
165.750,0.5418
165.800,0.5533
165.850,0.5606
165.900,0.5632
165.950,0.5616
166.000,0.5554
166.050,0.5448
166.100,0.5303
166.150,0.5122
166.200,0.4910
166.250,0.4676
166.300,0.4401
166.350,0.4141
166.400,0.3884
166.450,0.3634
166.500,0.3384
166.550,0.3178
166.600,0.3004
166.650,0.2867
166.700,0.2775
166.750,0.2733
166.800,0.2734
166.850,0.2778
166.900,0.2874
166.950,0.3010
167.000,0.3186
167.050,0.3411
167.100,0.3644
167.150,0.3897
167.200,0.4149
167.250,0.4407
167.300,0.4677
167.350,0.4911
167.400,0.5124
167.450,0.5302
167.500,0.5446
167.550,0.5550
167.600,0.5612
167.650,0.5625
167.700,0.5598
167.750,0.5523
167.800,0.5409
167.850,0.5254
167.900,0.5061
167.950,0.4846
168.000,0.4585
168.050,0.4331
168.100,0.4070
168.150,0.3820
168.200,0.3574
168.250,0.3330
168.300,0.3132
168.350,0.2969
168.400,0.2843
168.450,0.2765
168.500,0.2733
168.550,0.2744
168.600,0.2805
168.650,0.2909
168.700,0.3057
168.750,0.3241
168.800,0.3471
168.850,0.3710
168.900,0.3960
168.950,0.4216
169.000,0.4472
169.050,0.4737
169.100,0.4968
169.150,0.5169
169.200,0.5340
169.250,0.5472
169.300,0.5564
169.350,0.5614
169.400,0.5617
169.450,0.5577
169.500,0.5493
169.550,0.5368
169.600,0.5204
169.650,0.5008
169.700,0.4783
169.750,0.4543
169.800,0.4265
169.850,0.4010
169.900,0.3760
169.950,0.3519
170.000,0.3282
170.050,0.3094
170.100,0.2940
170.150,0.2829
170.200,0.2763
170.250,0.2740
170.300,0.2766
170.350,0.2836
170.400,0.2954
170.450,0.3110
170.500,0.3300
170.550,0.3538
170.600,0.3780
170.650,0.4027
170.700,0.4286
170.750,0.4558
170.800,0.4801
170.850,0.5022
170.900,0.5214
170.950,0.5373
171.000,0.5495
171.050,0.5577
171.100,0.5613
171.150,0.5605
171.200,0.5554
171.250,0.5457
171.300,0.5322
171.350,0.5151
171.400,0.4946
171.450,0.4718
171.500,0.4474
171.550,0.4196
171.600,0.3943
171.650,0.3695
171.700,0.3441
171.750,0.3232
171.800,0.3052
171.850,0.2912
171.900,0.2811
171.950,0.2756
172.000,0.2746
172.050,0.2783
172.100,0.2867
172.150,0.2993
172.200,0.3159
172.250,0.3377
172.300,0.3600
172.350,0.3844
172.400,0.4094
172.450,0.4352
172.500,0.4619
172.550,0.4853
172.600,0.5069
172.650,0.5253
172.700,0.5404
172.750,0.5514
172.800,0.5582
172.850,0.5610
172.900,0.5589
172.950,0.5525
173.000,0.5417
173.050,0.5274
173.100,0.5092
173.150,0.4881
173.200,0.4648
173.250,0.4382
173.300,0.4125
173.350,0.3876
173.400,0.3631
173.450,0.3387
173.500,0.3183
173.550,0.3014
173.600,0.2886
173.650,0.2798
173.700,0.2733
173.750,0.2756
173.800,0.2807
173.850,0.2903
173.900,0.3038
173.950,0.3212
174.000,0.3439
174.050,0.3667
174.100,0.3911
174.150,0.4163
174.200,0.4419
174.250,0.4684
174.300,0.4913
174.350,0.5119
174.400,0.5293
174.450,0.5434
174.500,0.5531
174.550,0.5588
174.600,0.5601
174.650,0.5572
174.700,0.5496
174.750,0.5380
174.800,0.5226
174.850,0.5039
174.900,0.4823
174.950,0.4586
175.000,0.4317
175.050,0.4062
175.100,0.3813
175.150,0.3576
175.200,0.3335
175.250,0.3142
175.300,0.2983
175.350,0.2865
175.400,0.2790
175.450,0.2759
175.500,0.2773
175.550,0.2836
175.600,0.2940
175.650,0.3088
175.700,0.3269
175.750,0.3502
175.800,0.3736
175.850,0.3981
175.900,0.4231
175.950,0.4503
176.000,0.4746
176.050,0.4969
176.100,0.5164
176.150,0.5330
176.200,0.5456
176.250,0.5546
176.300,0.5590
176.350,0.5591
176.400,0.5550
176.450,0.5463
176.500,0.5339
176.550,0.5174
176.600,0.4981
176.650,0.4761
176.700,0.4519
176.750,0.4249
176.800,0.3998
176.850,0.3750
176.900,0.3515
176.950,0.3306
177.000,0.3106
177.050,0.2955
177.100,0.2848
177.150,0.2785
177.200,0.2767
177.250,0.2794
177.300,0.2867
177.350,0.2983
177.400,0.3137
177.450,0.3327
177.500,0.3564
177.550,0.3799
177.600,0.4045
177.650,0.4297
177.700,0.4566
177.750,0.4800
177.800,0.5019
177.850,0.5205
177.900,0.5363
177.950,0.5479
178.000,0.5556
178.050,0.5589
178.100,0.5580
178.150,0.5524
178.200,0.5427
178.250,0.5293
178.300,0.5120
178.350,0.4919
178.400,0.4691
178.450,0.4430
178.500,0.4179
178.550,0.3929
178.600,0.3686
178.650,0.3458
178.700,0.3233
178.750,0.3061
178.800,0.2926
178.850,0.2830
178.900,0.2778
178.950,0.2770
179.000,0.2813
179.050,0.2896
179.100,0.3024
179.150,0.3188
179.200,0.3405
179.250,0.3626
179.300,0.3866
179.350,0.4113
179.400,0.4364
179.450,0.4626
179.500,0.4858
179.550,0.5067
179.600,0.5247
179.650,0.5392
179.700,0.5499
179.750,0.5564
179.800,0.5586
179.850,0.5563
179.900,0.5497
179.950,0.5390
180.000,0.5245
180.050,0.5066
180.100,0.4857
180.150,0.4629
180.200,0.4365
180.250,0.4112
180.300,0.3865
180.350,0.3627
180.400,0.3405
180.450,0.3190
180.500,0.3028
180.550,0.2900
180.600,0.2816
180.650,0.2778
180.700,0.2786
180.750,0.2836
180.800,0.2930
180.850,0.3069
180.900,0.3243
180.950,0.3465
181.000,0.3693
181.050,0.3935
181.100,0.4180
181.150,0.4427
181.200,0.4690
181.250,0.4913
181.300,0.5115
181.350,0.5285
181.400,0.5418
181.450,0.5514
181.500,0.5567
181.550,0.5579
181.600,0.5544
181.650,0.5468
181.700,0.5351
181.750,0.5198
181.800,0.5010
181.850,0.4795
181.900,0.4563
181.950,0.4298
182.000,0.4044
182.050,0.3803
182.100,0.3568
182.150,0.3355
182.200,0.3149
182.250,0.2997
182.300,0.2880
182.350,0.2807
182.400,0.2781
182.450,0.2801
182.500,0.2864
182.550,0.2971
182.600,0.3117
182.650,0.3296
182.700,0.3526
182.750,0.3760
182.800,0.4002
182.850,0.4249
182.900,0.4493
182.950,0.4752
183.000,0.4967
183.050,0.5160
183.100,0.5320
183.150,0.5443
183.200,0.5527
183.250,0.5570
183.300,0.5566
183.350,0.5521
183.400,0.5434
183.450,0.5308
183.500,0.5144
183.550,0.4948
183.600,0.4730
183.650,0.4471
183.700,0.4227
183.750,0.3979
183.800,0.3737
183.850,0.3510
183.900,0.3285
183.950,0.3107
184.000,0.2962
184.050,0.2861
184.100,0.2800
184.150,0.2788
184.200,0.2820
184.250,0.2891
184.300,0.3009
184.350,0.3165
184.400,0.3353
184.450,0.3586
184.500,0.3825
184.550,0.4064
184.600,0.4313
184.650,0.4557
184.700,0.4805
184.750,0.5017
184.800,0.5198
184.850,0.5351
184.900,0.5466
184.950,0.5538
185.000,0.5566
185.050,0.5551
185.100,0.5495
185.150,0.5398
185.200,0.5260
185.250,0.5090
185.300,0.4889
185.350,0.4665
185.400,0.4403
185.450,0.4158
185.500,0.3913
185.550,0.3677
185.600,0.3434
185.650,0.3237
185.700,0.3067
185.750,0.2936
185.800,0.2847
185.850,0.2800
185.900,0.2798
185.950,0.2840
186.000,0.2927
186.050,0.3053
186.100,0.3219
186.150,0.3434
186.200,0.3653
186.250,0.3894
186.300,0.4132
186.350,0.4381
186.400,0.4640
186.450,0.4867
186.500,0.5067
186.550,0.5242
186.600,0.5380
186.650,0.5483
186.700,0.5545
186.750,0.5562
186.800,0.5537
186.850,0.5471
186.900,0.5362
186.950,0.5217
187.000,0.5037
187.050,0.4831
187.100,0.4603
187.150,0.4341
187.200,0.4092
187.250,0.3853
187.300,0.3620
187.350,0.3405
187.400,0.3195
187.450,0.3036
187.500,0.2918
187.550,0.2839
187.600,0.2802
187.650,0.2811
187.700,0.2866
187.750,0.2963
187.800,0.3101
187.850,0.3274
187.900,0.3496
187.950,0.3720
188.000,0.3957
188.050,0.4201
188.100,0.4466
188.150,0.4700
188.200,0.4921
188.250,0.5116
188.300,0.5280
188.350,0.5408
188.400,0.5499
188.450,0.5549
188.500,0.5555
188.550,0.5519
188.600,0.5441
188.650,0.5321
188.700,0.5167
188.750,0.4982
188.800,0.4767
188.850,0.4537
188.900,0.4273
188.950,0.4027
189.000,0.3791
189.050,0.3563
189.100,0.3332
189.150,0.3152
189.200,0.3002
189.250,0.2896
189.300,0.2830
189.350,0.2803
189.400,0.2828
189.450,0.2893
189.500,0.3002
189.550,0.3148
189.600,0.3327
189.650,0.3556
189.700,0.3786
189.750,0.4021
189.800,0.4264
189.850,0.4530
189.900,0.4758
189.950,0.4972
190.000,0.5159
190.050,0.5313
190.100,0.5433
190.150,0.5511
190.200,0.5549
190.250,0.5545
190.300,0.5495
190.350,0.5407
190.400,0.5279
190.450,0.5114
190.500,0.4919
190.550,0.4683
190.600,0.4451
190.650,0.4206
190.700,0.3965
190.750,0.3727
190.800,0.3484
190.850,0.3287
190.900,0.3110
190.950,0.2974
191.000,0.2878
191.050,0.2823
191.100,0.2813
191.150,0.2847
191.200,0.2925
191.250,0.3043
191.300,0.3197
191.350,0.3405
191.400,0.3619
191.450,0.3851
191.500,0.4088
191.550,0.4333
191.600,0.4592
191.650,0.4817
191.700,0.5022
191.750,0.5200
191.800,0.5344
191.850,0.5452
191.900,0.5520
191.950,0.5548
192.000,0.5530
192.050,0.5471
192.100,0.5372
192.150,0.5234
192.200,0.5064
192.250,0.4865
192.300,0.4644
192.350,0.4387
192.400,0.4142
192.450,0.3908
192.500,0.3670
192.550,0.3455
192.600,0.3240
192.650,0.3078
192.700,0.2953
192.750,0.2866
192.800,0.2822
192.850,0.2825
192.900,0.2871
192.950,0.2960
193.000,0.3088
193.050,0.3252
193.100,0.3465
193.150,0.3684
193.200,0.3918
193.250,0.4156
193.300,0.4400
193.350,0.4655
193.400,0.4874
193.450,0.5073
193.500,0.5240
193.550,0.5375
193.600,0.5471
193.650,0.5528
193.700,0.5543
193.750,0.5513
193.800,0.5444
193.850,0.5335
193.900,0.5188
193.950,0.5009
194.000,0.4803
194.050,0.4580
194.100,0.4322
194.150,0.4077
194.200,0.3839
194.250,0.3612
194.300,0.3380
194.350,0.3197
194.400,0.3043
194.450,0.2932
194.500,0.2856
194.550,0.2800
194.600,0.2813
194.650,0.2893
194.700,0.2992
194.750,0.3127
194.800,0.3304
194.850,0.3500
194.900,0.3746
194.950,0.3981
195.000,0.4220
195.050,0.4483
195.100,0.4712
195.150,0.4928
195.200,0.5114
195.250,0.5273
195.300,0.5400
195.350,0.5485
195.400,0.5530
195.450,0.5533
195.500,0.5493
195.550,0.5413
195.600,0.5294
195.650,0.5136
195.700,0.4950
195.750,0.4716
195.800,0.4487
195.850,0.4249
195.900,0.4015
195.950,0.3772
196.000,0.3551
196.050,0.3330
196.100,0.3161
196.150,0.3008
196.200,0.2915
196.250,0.2850
196.300,0.2827
196.350,0.2858
196.400,0.2922
196.450,0.3036
196.500,0.3208
196.550,0.3362
196.600,0.3588
196.650,0.3815
196.700,0.4045
196.750,0.4287
196.800,0.4519
196.850,0.4769
196.900,0.4978
196.950,0.5161
197.000,0.5308
197.050,0.5423
197.100,0.5496
197.150,0.5530
197.200,0.5521
197.250,0.5471
197.300,0.5379
197.350,0.5251
197.400,0.5088
197.450,0.4894
197.500,0.4679
197.550,0.4453
197.600,0.4188
197.650,0.3976
197.700,0.3716
197.750,0.3497
197.800,0.3309
197.850,0.3121
197.900,0.2988
197.950,0.2896
198.000,0.2845
198.050,0.2839
198.100,0.2871
198.150,0.2955
198.200,0.3078
198.250,0.3234
198.300,0.3415
198.350,0.3650
198.400,0.3879
198.450,0.4107
198.500,0.4352
198.550,0.4605
198.600,0.4829
198.650,0.5028
198.700,0.5201
198.750,0.5339
198.800,0.5442
198.850,0.5505
198.900,0.5525
198.950,0.5506
199.000,0.5444
199.050,0.5343
199.100,0.5206
199.150,0.5035
199.200,0.4833
199.250,0.4590
199.300,0.4361
199.350,0.4122
199.400,0.3886
199.450,0.3655
199.500,0.3418
199.550,0.3236
199.600,0.3085
199.650,0.2957
199.700,0.2855
199.750,0.2841
199.800,0.2849
199.850,0.2895
199.900,0.2987
199.950,0.3112
200.000,0.3281
200.050,0.3495
200.100,0.3681
200.150,0.3910
200.200,0.4179
200.250,0.4412
200.300,0.4666
200.350,0.4879
200.400,0.5069
200.450,0.5232
200.500,0.5367
200.550,0.5454
200.600,0.5509
200.650,0.5515
200.700,0.5486
200.750,0.5415
200.800,0.5302
200.850,0.5153
200.900,0.4973
200.950,0.4773
201.000,0.4523
201.050,0.4287
201.100,0.4053
201.150,0.3815
201.200,0.3596
201.250,0.3373
201.300,0.3193
201.350,0.3046
201.400,0.2937
201.450,0.2869
201.500,0.2846
201.550,0.2863
201.600,0.2926
201.650,0.3025
201.700,0.3163
201.750,0.3336
201.800,0.3556
201.850,0.3774
201.900,0.4005
201.950,0.4244
202.000,0.4501
202.050,0.4726
202.100,0.4935
202.150,0.5118
202.200,0.5270
202.250,0.5391
202.300,0.5472
202.350,0.5511
202.400,0.5511
202.450,0.5467
202.500,0.5382
202.550,0.5263
202.600,0.5107
202.650,0.4922
202.700,0.4712
202.750,0.4487
202.800,0.4232
202.850,0.3996
202.900,0.3766
202.950,0.3545
203.000,0.3350
203.050,0.3181
203.100,0.3022
203.150,0.2928
203.200,0.2867
203.250,0.2855
203.300,0.2883
203.350,0.2956
203.400,0.3067
203.450,0.3235
203.500,0.3414
203.550,0.3621
203.600,0.3842
203.650,0.4075
203.700,0.4332
203.750,0.4566
203.800,0.4786
203.850,0.4986
203.900,0.5161
203.950,0.5305
204.000,0.5412
204.050,0.5481
204.100,0.5511
204.150,0.5497
204.200,0.5443
204.250,0.5350
204.300,0.5220
204.350,0.5057
204.400,0.4863
204.450,0.4648
204.500,0.4424
204.550,0.4166
204.600,0.3932
204.650,0.3704
204.700,0.3492
204.750,0.3281
204.800,0.3122
204.850,0.2994
204.900,0.2908
204.950,0.2864
205.000,0.2861
205.050,0.2900
205.100,0.2984
205.150,0.3105
205.200,0.3261
205.250,0.3468
205.300,0.3678
205.350,0.3901
205.400,0.4136
205.450,0.4372
205.500,0.4602
205.550,0.4835
205.600,0.5030
205.650,0.5197
205.700,0.5331
205.750,0.5430
205.800,0.5486
205.850,0.5505
205.900,0.5480
205.950,0.5414
206.000,0.5309
206.050,0.5170
206.100,0.4997
206.150,0.4800
206.200,0.4559
206.250,0.4333
206.300,0.4097
206.350,0.3865
206.400,0.3641
206.450,0.3416
206.500,0.3233
206.550,0.3083
206.600,0.2968
206.650,0.2894
206.700,0.2862
206.750,0.2872
206.800,0.2922
206.850,0.3016
206.900,0.3150
206.950,0.3314
207.000,0.3529
207.050,0.3741
207.100,0.3971
207.150,0.4203
207.200,0.4436
207.250,0.4683
207.300,0.4892
207.350,0.5078
207.400,0.5234
207.450,0.5359
207.500,0.5446
207.550,0.5490
207.600,0.5497
207.650,0.5462
207.700,0.5385
207.750,0.5273
207.800,0.5126
207.850,0.4946
207.900,0.4743
207.950,0.4523
208.000,0.4293
208.050,0.4035
208.100,0.3810
208.150,0.3589
208.200,0.3392
208.250,0.3219
208.300,0.3062
208.350,0.2954
208.400,0.2890
208.450,0.2867
208.500,0.2892
208.550,0.2955
208.600,0.3059
208.650,0.3197
208.700,0.3391
208.750,0.3590
208.800,0.3808
208.850,0.4035
208.900,0.4268
208.950,0.4519
209.000,0.4742
209.050,0.4943
209.100,0.5123
209.150,0.5268
209.200,0.5381
209.250,0.5456
209.300,0.5492
209.350,0.5487
209.400,0.5440
209.450,0.5353
209.500,0.5232
209.550,0.5074
209.600,0.4891
209.650,0.4679
209.700,0.4458
209.750,0.4204
209.800,0.3973
209.850,0.3746
209.900,0.3534
209.950,0.3323
210.000,0.3157
210.050,0.3032
210.100,0.2933
210.150,0.2883
210.200,0.2872
210.250,0.2904
210.300,0.2980
210.350,0.3095
210.400,0.3244
210.450,0.3424
210.500,0.3645
210.550,0.3867
210.600,0.4093
210.650,0.4329
210.700,0.4557
210.750,0.4792
210.800,0.4988
210.850,0.5158
210.900,0.5296
210.950,0.5399
211.000,0.5466
211.050,0.5487
211.100,0.5471
211.150,0.5414
211.200,0.5315
211.250,0.5184
211.300,0.5019
211.350,0.4828
211.400,0.4597
211.450,0.4368
211.500,0.4135
211.550,0.3909
211.600,0.3685
211.650,0.3478
211.700,0.3276
211.750,0.3119
211.800,0.3003
211.850,0.2921
211.900,0.2881
211.950,0.2882
212.000,0.2928
212.050,0.3015
212.100,0.3138
212.150,0.3295
212.200,0.3501
212.250,0.3712
212.300,0.3935
212.350,0.4164
212.400,0.4395
212.450,0.4642
212.500,0.4850
212.550,0.5038
212.600,0.5199
212.650,0.5328
212.700,0.5418
212.750,0.5473
212.800,0.5484
212.850,0.5456
212.900,0.5389
212.950,0.5283
213.000,0.5141
213.050,0.4971
213.100,0.4774
213.150,0.4558
213.200,0.4307
213.250,0.4077
213.300,0.3853
213.350,0.3633
213.400,0.3431
213.450,0.3259
213.500,0.3093
213.550,0.2984
213.600,0.2914
213.650,0.2884
213.700,0.2899
213.750,0.2953
213.800,0.3051
213.850,0.3184
213.900,0.3367
213.950,0.3561
214.000,0.3774
214.050,0.3999
214.100,0.4227
214.150,0.4477
214.200,0.4697
214.250,0.4902
214.300,0.5083
214.350,0.5234
214.400,0.5350
214.450,0.5432
214.500,0.5475
214.550,0.5476
214.600,0.5436
214.650,0.5356
214.700,0.5240
214.750,0.5093
214.800,0.4911
214.850,0.4709
214.900,0.4471
214.950,0.4239
215.000,0.4011
215.050,0.3785
215.100,0.3572
215.150,0.3361
215.200,0.3193
215.250,0.3060
215.300,0.2961
215.350,0.2900
215.400,0.2886
215.450,0.2909
215.500,0.2975
215.550,0.3083
215.600,0.3223
215.650,0.3398
215.700,0.3616
215.750,0.3831
215.800,0.4055
215.850,0.4287
215.900,0.4514
215.950,0.4749
216.000,0.4949
216.050,0.5120
216.100,0.5263
216.150,0.5371
216.200,0.5441
216.250,0.5472
216.300,0.5461
216.350,0.5412
216.400,0.5324
216.450,0.5197
216.500,0.5040
216.550,0.4855
216.600,0.4649
216.650,0.4407
216.700,0.4175
216.750,0.3951
216.800,0.3728
216.850,0.3522
216.900,0.3316
216.950,0.3157
217.000,0.3036
217.050,0.2947
217.100,0.2898
217.150,0.2896
217.200,0.2933
217.250,0.3011
217.300,0.3129
217.350,0.3299
217.400,0.3477
217.450,0.3679
217.500,0.3901
217.550,0.4124
217.600,0.4356
217.650,0.4599
217.700,0.4811
217.750,0.5000
217.800,0.5163
217.850,0.5296
217.900,0.5392
217.950,0.5452
218.000,0.5470
218.050,0.5449
218.100,0.5388
218.150,0.5290
218.200,0.5158
218.250,0.4992
218.300,0.4803
218.350,0.4592
218.400,0.4347
218.450,0.4116
218.500,0.3894
218.550,0.3675
218.600,0.3473
218.650,0.3295
218.700,0.3127
218.750,0.3011
218.800,0.2935
218.850,0.2903
218.900,0.2908
218.950,0.2959
219.000,0.3046
219.050,0.3172
219.100,0.3329
219.150,0.3535
219.200,0.3743
219.250,0.3965
219.300,0.4188
219.350,0.4418
219.400,0.4657
219.450,0.4862
219.500,0.5045
219.550,0.5198
219.600,0.5321
219.650,0.5408
219.700,0.5454
219.750,0.5464
219.800,0.5431
219.850,0.5360
219.900,0.5250
219.950,0.5107
220.000,0.4933
220.050,0.4738
220.100,0.4504
220.150,0.4276
220.200,0.4047
220.250,0.3828
220.300,0.3613
220.350,0.3399
220.400,0.3229
220.450,0.3091
220.500,0.2987
220.550,0.2924
220.600,0.2900
220.650,0.2920
220.700,0.2979
220.750,0.3078
220.800,0.3213
220.850,0.3400
220.900,0.3592
220.950,0.3801
221.000,0.4021
221.050,0.4251
221.100,0.4497
221.150,0.4713
221.200,0.4911
221.250,0.5085
221.300,0.5232
221.350,0.5343
221.400,0.5419
221.450,0.5456
221.500,0.5452
221.550,0.5410
221.600,0.5329
221.650,0.5211
221.700,0.5060
221.750,0.4880
221.800,0.4677
221.850,0.4463
221.900,0.4218
221.950,0.3992
222.000,0.3771
222.050,0.3564
222.100,0.3376
222.150,0.3196
222.200,0.3067
222.250,0.2973
222.300,0.2922
222.350,0.2911
222.400,0.2938
222.450,0.3010
222.500,0.3119
222.550,0.3284
222.600,0.3458
222.650,0.3654
222.700,0.3870
222.750,0.4088
222.800,0.4318
222.850,0.4561
222.900,0.4771
222.950,0.4963
223.000,0.5128
223.050,0.5265
223.100,0.5368
223.150,0.5431
223.200,0.5455
223.250,0.5442
223.300,0.5386
223.350,0.5296
223.400,0.5168
223.450,0.5011
223.500,0.4827
223.550,0.4621
223.600,0.4380
223.650,0.4154
223.700,0.3934
223.750,0.3713
223.800,0.3513
223.850,0.3310
223.900,0.3164
223.950,0.3041
224.000,0.2961
224.050,0.2919
224.100,0.2922
224.150,0.2960
224.200,0.3041
224.250,0.3160
224.300,0.3332
224.350,0.3512
224.400,0.3714
224.450,0.3932
224.500,0.4152
224.550,0.4378
224.600,0.4618
224.650,0.4821
224.700,0.5008
224.750,0.5163
224.800,0.5291
224.850,0.5382
224.900,0.5437
224.950,0.5450
225.000,0.5424
225.050,0.5359
225.100,0.5259
225.150,0.5122
225.200,0.4956
225.250,0.4765
225.300,0.4556
225.350,0.4314
225.400,0.4087
225.450,0.3870
225.500,0.3654
225.550,0.3437
225.600,0.3266
225.650,0.3124
225.700,0.3013
225.750,0.2943
225.800,0.2915
225.850,0.2928
225.900,0.2981
225.950,0.3071
226.000,0.3200
226.050,0.3357
226.100,0.3565
226.150,0.3774
226.200,0.3990
226.250,0.4215
226.300,0.4440
226.350,0.4673
226.400,0.4875
226.450,0.5052
226.500,0.5201
226.550,0.5318
226.600,0.5398
226.650,0.5440
226.700,0.5443
226.750,0.5408
226.800,0.5332
226.850,0.5221
226.900,0.5077
226.950,0.4904
227.000,0.4708
227.050,0.4497
227.100,0.4275
227.150,0.4030
227.200,0.3811
227.250,0.3604
227.300,0.3414
227.350,0.3231
227.400,0.3099
227.450,0.3002
227.500,0.2943
227.550,0.2925
227.600,0.2950
227.650,0.3013
227.700,0.3116
227.750,0.3272
227.800,0.3438
227.850,0.3628
227.900,0.3839
227.950,0.4056
228.000,0.4280
228.050,0.4520
228.100,0.4730
228.150,0.4925
228.200,0.5094
228.250,0.5232
228.300,0.5340
228.350,0.5408
228.400,0.5441
228.450,0.5432
228.500,0.5385
228.550,0.5301
228.600,0.5180
228.650,0.5028
228.700,0.4848
228.750,0.4645
228.800,0.4412
228.850,0.4190
228.900,0.3966
228.950,0.3752
229.000,0.3546
229.050,0.3347
229.100,0.3191
229.150,0.3067
229.200,0.2983
229.250,0.2933
229.300,0.2929
229.350,0.2961
229.400,0.3036
229.450,0.3147
229.500,0.3292
229.550,0.3467
229.600,0.3683
229.650,0.3896
229.700,0.4116
229.750,0.4339
229.800,0.4559
229.850,0.4785
229.900,0.4970
229.950,0.5130
230.000,0.5264
230.050,0.5359
230.100,0.5417
230.150,0.5439
230.200,0.5418
230.250,0.5361
230.300,0.5264
230.350,0.5134
230.400,0.4974
230.450,0.4791
230.500,0.4564
230.550,0.4349
230.600,0.4125
230.650,0.3904
230.700,0.3694
230.750,0.3496
230.800,0.3302
230.850,0.3157
230.900,0.3044
230.950,0.2969
231.000,0.2933
231.050,0.2937
231.100,0.2983
231.150,0.3070
231.200,0.3189
231.250,0.3343
231.300,0.3542
231.350,0.3745
231.400,0.3961
231.450,0.4182
231.500,0.4423
231.550,0.4639
231.600,0.4837
231.650,0.5020
231.700,0.5168
231.750,0.5290
231.800,0.5375
231.850,0.5423
231.900,0.5433
231.950,0.5403
232.000,0.5335
